epoch,train_loss,valid_loss,acc_camvid,time
0,0.38481205701828003,0.17375683784484863,0.7919692993164062,00:14
1,0.27605968713760376,0.12256541848182678,0.8333064913749695,00:13
2,0.22856150567531586,0.10367574542760849,0.9078141450881958,00:12
3,0.18522371351718903,0.06399787962436676,0.9364647269248962,00:13
4,0.15773987770080566,0.081999272108078,0.9348992109298706,00:13
5,0.1413961797952652,0.05979426950216293,0.9576364755630493,00:12
6,0.12381665408611298,0.04099090397357941,0.9709028005599976,00:13
7,0.10632993280887604,0.05777984857559204,0.980330228805542,00:15
8,0.10227593034505844,0.03653804957866669,0.9512879252433777,00:13
9,0.09344882518053055,0.03058752790093422,0.9584115743637085,00:11
10,0.09137938171625137,0.0622345432639122,0.9097436666488647,00:13
11,0.09494344145059586,0.10059934854507446,0.9163386821746826,00:13
12,0.09486813843250275,0.052385903894901276,0.9531453251838684,00:13
13,0.08820229023694992,0.03300321102142334,0.9553816318511963,00:13
14,0.09230802208185196,0.04494168609380722,0.9658955931663513,00:14
15,0.09599907696247101,0.04017677158117294,0.9736781120300293,00:14
16,0.0945640280842781,0.12316735088825226,0.9796923398971558,00:13
17,0.08956781774759293,0.035055555403232574,0.978468120098114,00:15
18,0.08378846198320389,0.03566288948059082,0.9868998527526855,00:17
19,0.07327714562416077,0.025954270735383034,0.9716041088104248,00:13
20,0.0697285607457161,0.02950078248977661,0.983292818069458,00:13
21,0.05978098139166832,0.027198966592550278,0.9815627932548523,00:13
22,0.06092246621847153,0.027043631300330162,0.9796769618988037,00:13
23,0.053714897483587265,0.028768222779035568,0.9842464923858643,00:12
24,0.12979178130626678,0.030633458867669106,0.9678834676742554,00:12
25,0.1111229807138443,0.028752755373716354,0.9879911541938782,00:13
26,0.0964694693684578,0.0273760836571455,0.9759266972541809,00:14
27,0.0849204733967781,0.02813708782196045,0.9814487099647522,00:12
28,0.07434608787298203,0.0234844833612442,0.9700168967247009,00:10
29,0.07164385914802551,0.0261416994035244,0.9798223972320557,00:10
30,0.06368785351514816,0.02473703771829605,0.973818302154541,00:10
31,0.059448182582855225,0.027014199644327164,0.9639468789100647,00:10
32,0.060071878135204315,0.026952557265758514,0.9667645692825317,00:11
33,0.05900979042053223,0.02640187367796898,0.9774983525276184,00:11
34,0.05344857648015022,0.024283431470394135,0.9748168587684631,00:12
35,0.054814767092466354,0.027274608612060547,0.9827190637588501,00:11
36,0.054462309926748276,0.02360483631491661,0.9669411182403564,00:10
37,0.04739300161600113,0.02662849798798561,0.979781985282898,00:09
38,0.04669860377907753,0.025359947234392166,0.9782431721687317,00:10
39,0.04385065287351608,0.023515349254012108,0.9723713994026184,00:10
40,0.04007164016366005,0.022975347936153412,0.9744505882263184,00:11
41,0.04357249662280083,0.023304292932152748,0.9754225015640259,00:11
42,0.04241243749856949,0.02271316386759281,0.9737070798873901,00:11
43,0.046072062104940414,0.022342059761285782,0.9746198654174805,00:13
44,0.041461024433374405,0.022483063861727715,0.9712243676185608,00:12
45,0.04259003698825836,0.022382188588380814,0.9720665216445923,00:12
